법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
4613010800,46130002,전라남도 여수시2,전라남도 여수시 교동(국제결혼상담소 부근),10,11,0,6,4,1,127.7333846,34.74016363,"{""type"":""Polygon"",""coordinates"":[[[127.734929,34.7414384],[127.734598,34.7416626],[127.7342204,34.7418292],[127.7338107,34.7419318],[127.7333846,34.7419665],[127.7329586,34.7419318],[127.7325489,34.7418292],[127.7321713,34.7416626],[127.7318403,34.7414384],[127.7315687,34.7411652],[127.7313669,34.7408535],[127.7312426,34.7405153],[127.7312007,34.7401636],[127.7312426,34.7398119],[127.7313669,34.7394737],[127.7315688,34.739162],[127.7318404,34.7388888],[127.7321713,34.7386646],[127.7325489,34.738498],[127.7329586,34.7383954],[127.7333846,34.7383608],[127.7338107,34.7383954],[127.7342204,34.738498],[127.734598,34.7386646],[127.7349289,34.7388888],[127.7352005,34.739162],[127.7354024,34.7394737],[127.7355267,34.7398119],[127.7355686,34.7401636],[127.7355267,34.7405153],[127.7354024,34.7408535],[127.7352006,34.7411652],[127.734929,34.7414384]]]}"
4613011500,46130003,전라남도 여수시3,전라남도 여수시 봉산동(신일정비(LG화재맥직카) 부근),4,4,2,1,1,0,127.7215934,34.73631289,"{""type"":""Polygon"",""coordinates"":[[[127.7231376,34.7375877],[127.7228067,34.7378119],[127.7224291,34.7379785],[127.7220194,34.7380811],[127.7215934,34.7381157],[127.7211673,34.7380811],[127.7207576,34.7379785],[127.7203801,34.7378119],[127.7200491,34.7375877],[127.7197775,34.7373145],[127.7195757,34.7370028],[127.7194515,34.7366646],[127.7194095,34.7363129],[127.7194515,34.7359611],[127.7195758,34.735623],[127.7197776,34.7353113],[127.7200492,34.7350381],[127.7203801,34.7348139],[127.7207577,34.7346473],[127.7211673,34.7345447],[127.7215934,34.73451],[127.7220194,34.7345447],[127.7224291,34.7346473],[127.7228067,34.7348139],[127.7231376,34.7350381],[127.7234092,34.7353113],[127.723611,34.735623],[127.7237353,34.7359611],[127.7237773,34.7363129],[127.7237353,34.7366646],[127.723611,34.7370028],[127.7234092,34.7373145],[127.7231376,34.7375877]]]}"
4613011900,46130004,전라남도 여수시4,전라남도 여수시 여서동(부영6차상가 부근),3,3,0,3,0,0,127.7008087,34.74863899,"{""type"":""Polygon"",""coordinates"":[[[127.7023532,34.7499138],[127.7020222,34.750138],[127.7016446,34.7503046],[127.7012348,34.7504072],[127.7008087,34.7504418],[127.7003826,34.7504072],[127.6999728,34.7503046],[127.6995952,34.750138],[127.6992642,34.7499138],[127.6989926,34.7496406],[127.6987908,34.7493289],[127.6986665,34.7489907],[127.6986245,34.748639],[127.6986665,34.7482873],[127.6987908,34.7479491],[127.6989926,34.7476374],[127.6992643,34.7473642],[127.6995953,34.74714],[127.6999729,34.7469734],[127.7003826,34.7468708],[127.7008087,34.7468361],[127.7012348,34.7468708],[127.7016446,34.7469734],[127.7020222,34.74714],[127.7023532,34.7473642],[127.7026248,34.7476374],[127.7028266,34.7479491],[127.7029509,34.7482873],[127.7029929,34.748639],[127.702951,34.7489907],[127.7028267,34.7493289],[127.7026248,34.7496406],[127.7023532,34.7499138]]]}"
4613012200,46130005,전라남도 여수시5,전라남도 여수시 미평동(미평삼거리 부근),3,5,0,2,3,0,127.7079107,34.76190125,"{""type"":""Polygon"",""coordinates"":[[[127.7094554,34.763176],[127.7091244,34.7634002],[127.7087467,34.7635669],[127.7083369,34.7636694],[127.7079107,34.7637041],[127.7074845,34.7636694],[127.7070747,34.7635669],[127.706697,34.7634002],[127.7063659,34.763176],[127.7060943,34.7629028],[127.7058924,34.7625911],[127.7057681,34.7622529],[127.7057261,34.7619012],[127.7057681,34.7615495],[127.7058924,34.7612113],[127.7060943,34.7608996],[127.706366,34.7606264],[127.706697,34.7604022],[127.7070747,34.7602356],[127.7074845,34.7601331],[127.7079107,34.7600984],[127.7083369,34.7601331],[127.7087467,34.7602356],[127.7091243,34.7604022],[127.7094554,34.7606264],[127.709727,34.7608996],[127.7099289,34.7612113],[127.7100532,34.7615495],[127.7100952,34.7619012],[127.7100533,34.7622529],[127.709929,34.7625911],[127.7097271,34.7629028],[127.7094554,34.763176]]]}"
4613011300,46130001,전라남도 여수시1,전라남도 여수시 서교동(서교동로타리 부근),13,14,2,8,4,0,127.7276984,34.74034856,"{""type"":""Polygon"",""coordinates"":[[[127.72949508,34.74034856],[127.72946056,34.74006053],[127.72935832,34.73978358],[127.72919229,34.73952833],[127.72896886,34.7393046],[127.7286966,34.73912099],[127.72838599,34.73898456],[127.72804895,34.73890055],[127.72769845,34.73887218],[127.72734794,34.73890055],[127.72701091,34.73898456],[127.72670029,34.73912099],[127.72642804,34.7393046],[127.7262046,34.73952833],[127.72603858,34.73978358],[127.72593634,34.74006053],[127.72590182,34.74034856],[127.72593634,34.74063658],[127.72603858,34.74091354],[127.7262046,34.74116878],[127.72642804,34.7413925],[127.72670029,34.74157611],[127.72701091,34.74171253],[127.72734794,34.74179655],[127.72769845,34.74182491],[127.72804895,34.74179655],[127.72838599,34.74171253],[127.7286966,34.74157611],[127.72896886,34.7413925],[127.72919229,34.74116878],[127.72935832,34.74091354],[127.72946056,34.74063658],[127.72949508,34.74034856]]]}"
4613010800,46130002,전라남도 여수시2,전라남도 여수시 교동((주)스카이정보통신 부근),9,10,0,5,5,0,127.7320871,34.74026648,"{""type"":""Polygon"",""coordinates"":[[[127.73388369,34.74026648],[127.73384917,34.73997845],[127.73374693,34.7397015],[127.7335809,34.73944625],[127.73335747,34.73922252],[127.73308521,34.73903891],[127.7327746,34.73890248],[127.73243756,34.73881847],[127.73208706,34.7387901],[127.73173655,34.73881847],[127.73139952,34.73890248],[127.7310889,34.73903891],[127.73081665,34.73922252],[127.73059322,34.73944625],[127.73042719,34.7397015],[127.73032495,34.73997845],[127.73029043,34.74026648],[127.73032495,34.74055451],[127.73042719,34.74083146],[127.73059322,34.7410867],[127.73081665,34.74131042],[127.7310889,34.74149403],[127.73139952,34.74163046],[127.73173655,34.74171447],[127.73208706,34.74174284],[127.73243756,34.74171447],[127.7327746,34.74163046],[127.73308521,34.74149403],[127.73335747,34.74131042],[127.7335809,34.7410867],[127.73374693,34.74083146],[127.73384917,34.74055451],[127.73388369,34.74026648]]]}"
4613010900,46130003,전라남도 여수시3,전라남도 여수시 군자동(중앙동로타리 부근),6,7,0,3,4,0,127.7362868,34.74020324,"{""type"":""Polygon"",""coordinates"":[[[127.73808341,34.74020324],[127.73804889,34.73991521],[127.73794665,34.73963825],[127.73778063,34.739383],[127.73755719,34.73915928],[127.73728494,34.73897567],[127.73697432,34.73883924],[127.73663729,34.73875522],[127.73628678,34.73872685],[127.73593628,34.73875522],[127.73559924,34.73883924],[127.73528863,34.73897567],[127.73501637,34.73915928],[127.73479294,34.739383],[127.73462691,34.73963825],[127.73452467,34.73991521],[127.73449015,34.74020324],[127.73452467,34.74049126],[127.73462691,34.74076822],[127.73479294,34.74102346],[127.73501637,34.74124718],[127.73528863,34.74143078],[127.73559924,34.74156721],[127.73593628,34.74165123],[127.73628678,34.74167959],[127.73663729,34.74165123],[127.73697432,34.74156721],[127.73728494,34.74143078],[127.73755719,34.74124718],[127.73778063,34.74102346],[127.73794665,34.74076822],[127.73804889,34.74049126],[127.73808341,34.74020324]]]}"
4613013500,46130004,전라남도 여수시4,전라남도 여수시 선원동(쌍봉사거리 부근),5,5,0,4,1,0,127.6627129,34.76753841,"{""type"":""Polygon"",""coordinates"":[[[127.66450951,34.76753841],[127.66447499,34.76725048],[127.66437275,34.76697362],[127.66420672,34.76671845],[127.66398329,34.7664948],[127.66371103,34.76631125],[127.66340042,34.76617486],[127.66306338,34.76609088],[127.66271288,34.76606252],[127.66236237,34.76609088],[127.66202534,34.76617486],[127.66171472,34.76631125],[127.66144247,34.7664948],[127.66121903,34.76671845],[127.66105301,34.76697362],[127.66095077,34.76725048],[127.66091625,34.76753841],[127.66095077,34.76782634],[127.66105301,34.76810321],[127.66121903,34.76835837],[127.66144247,34.76858201],[127.66171472,34.76876556],[127.66202534,34.76890194],[127.66236237,34.76898592],[127.66271288,34.76901428],[127.66306338,34.76898592],[127.66340042,34.76890194],[127.66371103,34.76876556],[127.66398329,34.76858201],[127.66420672,34.76835837],[127.66437275,34.76810321],[127.66447499,34.76782634],[127.66450951,34.76753841]]]}"
4613011500,46130005,전라남도 여수시5,전라남도 여수시 봉산동(OK익스프레스 부근),5,5,0,3,2,0,127.7211058,34.73590814,"{""type"":""Polygon"",""coordinates"":[[[127.72290247,34.73590814],[127.72286795,34.7356201],[127.72276571,34.73534313],[127.72259968,34.73508787],[127.72237625,34.73486413],[127.72210399,34.73468051],[127.72179338,34.73454407],[127.72145634,34.73446005],[127.72110584,34.73443168],[127.72075533,34.73446005],[127.7204183,34.73454407],[127.72010768,34.73468051],[127.71983543,34.73486413],[127.71961199,34.73508787],[127.71944597,34.73534313],[127.71934373,34.7356201],[127.71930921,34.73590814],[127.71934373,34.73619618],[127.71944597,34.73647315],[127.71961199,34.73672841],[127.71983543,34.73695214],[127.72010768,34.73713575],[127.7204183,34.73727219],[127.72075533,34.73735621],[127.72110584,34.73738458],[127.72145634,34.73735621],[127.72179338,34.73727219],[127.72210399,34.73713575],[127.72237625,34.73695214],[127.72259968,34.73672841],[127.72276571,34.73647315],[127.72286795,34.73619618],[127.72290247,34.73590814]]]}"
4613012800,46130006,전라남도 여수시6,전라남도 여수시 학동(진남아파트앞삼거리 부근),4,4,1,3,0,0,127.6561815,34.76643929,"{""type"":""Polygon"",""coordinates"":[[[127.65797813,34.76643929],[127.6579436,34.76615136],[127.65784137,34.76587449],[127.65767534,34.76561932],[127.65745191,34.76539567],[127.65717965,34.76521212],[127.65686904,34.76507573],[127.656532,34.76499174],[127.6561815,34.76496338],[127.65583099,34.76499174],[127.65549396,34.76507573],[127.65518334,34.76521212],[127.65491109,34.76539567],[127.65468765,34.76561932],[127.65452163,34.76587449],[127.65441939,34.76615136],[127.65438487,34.76643929],[127.65441939,34.76672723],[127.65452163,34.7670041],[127.65468765,34.76725926],[127.65491109,34.76748291],[127.65518334,34.76766645],[127.65549396,34.76780284],[127.65583099,34.76788683],[127.6561815,34.76791518],[127.656532,34.76788683],[127.65686904,34.76780284],[127.65717965,34.76766645],[127.65745191,34.76748291],[127.65767534,34.76725926],[127.65784137,34.7670041],[127.6579436,34.76672723],[127.65797813,34.76643929]]]}"
4613011900,46130007,전라남도 여수시7,전라남도 여수시 여서동(여수현대아파트 부근),3,3,0,2,1,0,127.6958083,34.748585,"{""type"":""Polygon"",""coordinates"":[[[127.6976049,34.748585],[127.69757037,34.748297],[127.69746814,34.74802007],[127.69730211,34.74776485],[127.69707868,34.74754115],[127.69680642,34.74735756],[127.69649581,34.74722114],[127.69615877,34.74713713],[127.69580827,34.74710877],[127.69545776,34.74713713],[127.69512072,34.74722114],[127.69481011,34.74735756],[127.69453786,34.74754115],[127.69431442,34.74776485],[127.6941484,34.74802007],[127.69404616,34.748297],[127.69401164,34.748585],[127.69404616,34.748873],[127.6941484,34.74914992],[127.69431442,34.74940514],[127.69453786,34.74962884],[127.69481011,34.74981243],[127.69512072,34.74994884],[127.69545776,34.75003284],[127.69580827,34.75006121],[127.69615877,34.75003284],[127.69649581,34.74994884],[127.69680642,34.74981243],[127.69707868,34.74962884],[127.69730211,34.74940514],[127.69746814,34.74914992],[127.69757037,34.748873],[127.6976049,34.748585]]]}"
4613012800,46130008,전라남도 여수시8,전라남도 여수시 학동(한국산업은행삼거리 부근),3,3,0,0,2,1,127.6637362,34.76388945,"{""type"":""Polygon"",""coordinates"":[[[127.66553286,34.76388945],[127.66549833,34.76360151],[127.6653961,34.76332463],[127.66523007,34.76306945],[127.66500664,34.76284579],[127.66473438,34.76266224],[127.66442377,34.76252584],[127.66408673,34.76244185],[127.66373623,34.76241349],[127.66338572,34.76244185],[127.66304868,34.76252584],[127.66273807,34.76266224],[127.66246582,34.76284579],[127.66224238,34.76306945],[127.66207636,34.76332463],[127.66197412,34.76360151],[127.66193959,34.76388945],[127.66197412,34.76417739],[127.66207636,34.76445427],[127.66224238,34.76470944],[127.66246582,34.7649331],[127.66273807,34.76511665],[127.66304868,34.76525304],[127.66338572,34.76533703],[127.66373623,34.76536539],[127.66408673,34.76533703],[127.66442377,34.76525304],[127.66473438,34.76511665],[127.66500664,34.7649331],[127.66523007,34.76470944],[127.6653961,34.76445427],[127.66549833,34.76417739],[127.66553286,34.76388945]]]}"
4613011500,46130001,전라남도 여수시1,전라남도 여수시 봉산동(소망기도원 부근),6,6,2,3,1,0,127.721883,34.73636244,"{""type"":""Polygon"",""coordinates"":[[[127.72367966,34.73636244],[127.72364514,34.7360744],[127.7235429,34.73579743],[127.72337688,34.73554217],[127.72315344,34.73531843],[127.72288119,34.73513482],[127.72257057,34.73499838],[127.72223354,34.73491436],[127.72188303,34.73488599],[127.72153253,34.73491436],[127.72119549,34.73499838],[127.72088488,34.73513482],[127.72061262,34.73531843],[127.72038919,34.73554217],[127.72022316,34.73579743],[127.72012092,34.7360744],[127.7200864,34.73636244],[127.72012092,34.73665048],[127.72022316,34.73692745],[127.72038919,34.7371827],[127.72061262,34.73740644],[127.72088488,34.73759005],[127.72119549,34.73772648],[127.72153253,34.7378105],[127.72188303,34.73783887],[127.72223354,34.7378105],[127.72257057,34.73772648],[127.72288119,34.73759005],[127.72315344,34.73740644],[127.72337688,34.7371827],[127.7235429,34.73692745],[127.72364514,34.73665048],[127.72367966,34.73636244]]]}"
4613011300,46130002,전라남도 여수시2,전라남도 여수시 서교동(서교동로타리 부근),4,5,1,1,3,0,127.728015,34.74143998,"{""type"":""Polygon"",""coordinates"":[[[127.7298116,34.74143998],[127.72977708,34.74115196],[127.72967484,34.740875],[127.72950881,34.74061976],[127.72928538,34.74039604],[127.72901312,34.74021243],[127.72870251,34.740076],[127.72836547,34.73999198],[127.72801497,34.73996362],[127.72766446,34.73999198],[127.72732743,34.740076],[127.72701681,34.74021243],[127.72674456,34.74039604],[127.72652112,34.74061976],[127.7263551,34.740875],[127.72625286,34.74115196],[127.72621834,34.74143998],[127.72625286,34.741728],[127.7263551,34.74200495],[127.72652112,34.74226019],[127.72674456,34.74248391],[127.72701681,34.74266751],[127.72732743,34.74280394],[127.72766446,34.74288795],[127.72801497,34.74291631],[127.72836547,34.74288795],[127.72870251,34.74280394],[127.72901312,34.74266751],[127.72928538,34.74248391],[127.72950881,34.74226019],[127.72967484,34.74200495],[127.72977708,34.741728],[127.7298116,34.74143998]]]}"
4613010300,46130003,전라남도 여수시3,전라남도 여수시 공화동(공화동사거리 부근),4,4,0,4,0,0,127.7438725,34.74698808,"{""type"":""Polygon"",""coordinates"":[[[127.74566911,34.74698808],[127.74563458,34.74670008],[127.74553235,34.74642314],[127.74536632,34.74616791],[127.74514288,34.7459442],[127.74487063,34.74576061],[127.74456002,34.74562419],[127.74422298,34.74554018],[127.74387247,34.74551181],[127.74352197,34.74554018],[127.74318493,34.74562419],[127.74287432,34.74576061],[127.74260207,34.7459442],[127.74237863,34.74616791],[127.7422126,34.74642314],[127.74211037,34.74670008],[127.74207584,34.74698808],[127.74211037,34.74727608],[127.7422126,34.74755301],[127.74237863,34.74780823],[127.74260207,34.74803194],[127.74287432,34.74821553],[127.74318493,34.74835194],[127.74352197,34.74843595],[127.74387247,34.74846431],[127.74422298,34.74843595],[127.74456002,34.74835194],[127.74487063,34.74821553],[127.74514288,34.74803194],[127.74536632,34.74780823],[127.74553235,34.74755301],[127.74563458,34.74727608],[127.74566911,34.74698808]]]}"
4613010800,46130004,전라남도 여수시4,전라남도 여수시 교동(남산교 부근),4,4,0,3,1,0,127.732191,34.73858246,"{""type"":""Polygon"",""coordinates"":[[[127.73398766,34.73858246],[127.73395314,34.73829443],[127.7338509,34.73801747],[127.73368487,34.73776222],[127.73346144,34.73753849],[127.73318918,34.73735487],[127.73287857,34.73721844],[127.73254153,34.73713442],[127.73219103,34.73710605],[127.73184052,34.73713442],[127.73150349,34.73721844],[127.73119287,34.73735487],[127.73092062,34.73753849],[127.73069718,34.73776222],[127.73053116,34.73801747],[127.73042892,34.73829443],[127.7303944,34.73858246],[127.73042892,34.7388705],[127.73053116,34.73914746],[127.73069718,34.7394027],[127.73092062,34.73962643],[127.73119287,34.73981004],[127.73150349,34.73994647],[127.73184052,34.74003048],[127.73219103,34.74005885],[127.73254153,34.74003048],[127.73287857,34.73994647],[127.73318918,34.73981004],[127.73346144,34.73962643],[127.73368487,34.7394027],[127.7338509,34.73914746],[127.73395314,34.7388705],[127.73398766,34.73858246]]]}"
4613012800,46130005,전라남도 여수시5,전라남도 여수시 학동(목포낙지전골 부근),3,3,0,3,0,0,127.66561,34.76324703,"{""type"":""Polygon"",""coordinates"":[[[127.66740664,34.76324703],[127.66737212,34.76295908],[127.66726988,34.7626822],[127.66710386,34.76242703],[127.66688042,34.76220336],[127.66660817,34.76201981],[127.66629755,34.76188341],[127.66596052,34.76179942],[127.66561001,34.76177106],[127.66525951,34.76179942],[127.66492247,34.76188341],[127.66461186,34.76201981],[127.6643396,34.76220336],[127.66411617,34.76242703],[127.66395014,34.7626822],[127.6638479,34.76295908],[127.66381338,34.76324703],[127.6638479,34.76353498],[127.66395014,34.76381185],[127.66411617,34.76406703],[127.6643396,34.76429068],[127.66461186,34.76447424],[127.66492247,34.76461063],[127.66525951,34.76469462],[127.66561001,34.76472298],[127.66596052,34.76469462],[127.66629755,34.76461063],[127.66660817,34.76447424],[127.66688042,34.76429068],[127.66710386,34.76406703],[127.66726988,34.76381185],[127.66737212,34.76353498],[127.66740664,34.76324703]]]}"
4613011400,46130006,전라남도 여수시6,전라남도 여수시 봉강동(영웅체육관 부근),3,3,0,1,2,0,127.7248384,34.73877389,"{""type"":""Polygon"",""coordinates"":[[[127.72663504,34.73877389],[127.72660052,34.73848586],[127.72649828,34.7382089],[127.72633225,34.73795364],[127.72610882,34.73772991],[127.72583656,34.7375463],[127.72552595,34.73740987],[127.72518891,34.73732585],[127.72483841,34.73729748],[127.7244879,34.73732585],[127.72415087,34.73740987],[127.72384025,34.7375463],[127.723568,34.73772991],[127.72334457,34.73795364],[127.72317854,34.7382089],[127.7230763,34.73848586],[127.72304178,34.73877389],[127.7230763,34.73906192],[127.72317854,34.73933888],[127.72334457,34.73959413],[127.723568,34.73981785],[127.72384025,34.74000146],[127.72415087,34.74013789],[127.7244879,34.7402219],[127.72483841,34.74025027],[127.72518891,34.7402219],[127.72552595,34.74013789],[127.72583656,34.74000146],[127.72610882,34.73981785],[127.72633225,34.73959413],[127.72649828,34.73933888],[127.72660052,34.73906192],[127.72663504,34.73877389]]]}"
4613011000,46130001,전라남도 여수시1,전라남도 여수시 충무동(교동사거리 부근),12,12,2,5,5,0,127.7307196,34.74040186,"{""type"":""Polygon"",""coordinates"":[[[127.73251621,34.74040186],[127.73248169,34.74011383],[127.73237945,34.73983687],[127.73221343,34.73958163],[127.73198999,34.7393579],[127.73171774,34.73917429],[127.73140712,34.73903786],[127.73107009,34.73895385],[127.73071958,34.73892548],[127.73036908,34.73895385],[127.73003204,34.73903786],[127.72972143,34.73917429],[127.72944917,34.7393579],[127.72922574,34.73958163],[127.72905971,34.73983687],[127.72895747,34.74011383],[127.72892295,34.74040186],[127.72895747,34.74068988],[127.72905971,34.74096684],[127.72922574,34.74122208],[127.72944917,34.7414458],[127.72972143,34.7416294],[127.73003204,34.74176583],[127.73036908,34.74184984],[127.73071958,34.74187821],[127.73107009,34.74184984],[127.73140712,34.74176583],[127.73171774,34.7416294],[127.73198999,34.7414458],[127.73221343,34.74122208],[127.73237945,34.74096684],[127.73248169,34.74068988],[127.73251621,34.74040186]]]}"
4613013500,46130002,전라남도 여수시2,전라남도 여수시 선원동(도원사거리 부근),8,10,0,8,2,0,127.6559569,34.76192047,"{""type"":""Polygon"",""coordinates"":[[[127.65775356,34.76192047],[127.65771904,34.76163252],[127.6576168,34.76135563],[127.65745077,34.76110045],[127.65722734,34.76087679],[127.65695508,34.76069323],[127.65664447,34.76055683],[127.65630744,34.76047283],[127.65595693,34.76044447],[127.65560642,34.76047283],[127.65526939,34.76055683],[127.65495878,34.76069323],[127.65468652,34.76087679],[127.65446309,34.76110045],[127.65429706,34.76135563],[127.65419482,34.76163252],[127.6541603,34.76192047],[127.65419482,34.76220842],[127.65429706,34.7624853],[127.65446309,34.76274048],[127.65468652,34.76296414],[127.65495878,34.7631477],[127.65526939,34.76328409],[127.65560642,34.76336808],[127.65595693,34.76339644],[127.65630744,34.76336808],[127.65664447,34.76328409],[127.65695508,34.7631477],[127.65722734,34.76296414],[127.65745077,34.76274048],[127.6576168,34.7624853],[127.65771904,34.76220842],[127.65775356,34.76192047]]]}"
4613011300,46130003,전라남도 여수시3,전라남도 여수시 서교동(서교동로타리 부근),5,5,0,3,2,0,127.7277004,34.74066382,"{""type"":""Polygon"",""coordinates"":[[[127.72949705,34.74066382],[127.72946253,34.74037579],[127.72936029,34.74009884],[127.72919427,34.73984359],[127.72897083,34.73961986],[127.72869858,34.73943626],[127.72838796,34.73929982],[127.72805093,34.73921581],[127.72770042,34.73918744],[127.72734992,34.73921581],[127.72701288,34.73929982],[127.72670227,34.73943626],[127.72643001,34.73961986],[127.72620658,34.73984359],[127.72604055,34.74009884],[127.72593831,34.74037579],[127.72590379,34.74066382],[127.72593831,34.74095184],[127.72604055,34.7412288],[127.72620658,34.74148404],[127.72643001,34.74170776],[127.72670227,34.74189136],[127.72701288,34.74202779],[127.72734992,34.7421118],[127.72770042,34.74214017],[127.72805093,34.7421118],[127.72838796,34.74202779],[127.72869858,34.74189136],[127.72897083,34.74170776],[127.72919427,34.74148404],[127.72936029,34.7412288],[127.72946253,34.74095184],[127.72949705,34.74066382]]]}"
4613012300,46130004,전라남도 여수시4,전라남도 여수시 둔덕동(성심병원앞교차로 부근),4,4,0,3,1,0,127.6990161,34.76739441,"{""type"":""Polygon"",""coordinates"":[[[127.7008127,34.76739441],[127.70077818,34.76710648],[127.70067594,34.76682961],[127.70050991,34.76657445],[127.70028648,34.76635079],[127.70001422,34.76616725],[127.69970361,34.76603086],[127.69936657,34.76594687],[127.69901607,34.76591851],[127.69866556,34.76594687],[127.69832853,34.76603086],[127.69801791,34.76616725],[127.69774566,34.76635079],[127.69752222,34.76657445],[127.6973562,34.76682961],[127.69725396,34.76710648],[127.69721944,34.76739441],[127.69725396,34.76768234],[127.6973562,34.7679592],[127.69752222,34.76821436],[127.69774566,34.76843801],[127.69801791,34.76862155],[127.69832853,34.76875794],[127.69866556,34.76884192],[127.69901607,34.76887028],[127.69936657,34.76884192],[127.69970361,34.76875794],[127.70001422,34.76862155],[127.70028648,34.76843801],[127.70050991,34.76821436],[127.70067594,34.7679592],[127.70077818,34.76768234],[127.7008127,34.76739441]]]}"
4613010300,46130005,전라남도 여수시5,전라남도 여수시 공화동(여수YMCA 부근),3,3,1,2,0,0,127.7439489,34.74725083,"{""type"":""Polygon"",""coordinates"":[[[127.74574556,34.74725083],[127.74571104,34.74696283],[127.7456088,34.7466859],[127.74544277,34.74643067],[127.74521934,34.74620696],[127.74494708,34.74602337],[127.74463647,34.74588695],[127.74429943,34.74580294],[127.74394893,34.74577457],[127.74359842,34.74580294],[127.74326139,34.74588695],[127.74295077,34.74602337],[127.74267852,34.74620696],[127.74245509,34.74643067],[127.74228906,34.7466859],[127.74218682,34.74696283],[127.7421523,34.74725083],[127.74218682,34.74753883],[127.74228906,34.74781577],[127.74245509,34.74807099],[127.74267852,34.74829469],[127.74295077,34.74847828],[127.74326139,34.74861469],[127.74359842,34.7486987],[127.74394893,34.74872706],[127.74429943,34.7486987],[127.74463647,34.74861469],[127.74494708,34.74847828],[127.74521934,34.74829469],[127.74544277,34.74807099],[127.7456088,34.74781577],[127.74571104,34.74753883],[127.74574556,34.74725083]]]}"
4613012000,46130006,전라남도 여수시6,전라남도 여수시 문수동(주은혜교회 부근),3,3,1,1,1,0,127.6961626,34.7488658,"{""type"":""Polygon"",""coordinates"":[[[127.69795921,34.7488658],[127.69792469,34.74857781],[127.69782245,34.74830088],[127.69765643,34.74804566],[127.69743299,34.74782196],[127.69716074,34.74763837],[127.69685012,34.74750195],[127.69651309,34.74741794],[127.69616258,34.74738958],[127.69581208,34.74741794],[127.69547504,34.74750195],[127.69516443,34.74763837],[127.69489217,34.74782196],[127.69466874,34.74804566],[127.69450271,34.74830088],[127.69440047,34.74857781],[127.69436595,34.7488658],[127.69440047,34.7491538],[127.69450271,34.74943073],[127.69466874,34.74968594],[127.69489217,34.74990964],[127.69516443,34.75009322],[127.69547504,34.75022964],[127.69581208,34.75031364],[127.69616258,34.75034201],[127.69651309,34.75031364],[127.69685012,34.75022964],[127.69716074,34.75009322],[127.69743299,34.74990964],[127.69765643,34.74968594],[127.69782245,34.74943073],[127.69792469,34.7491538],[127.69795921,34.7488658]]]}"
4613013300,46130007,전라남도 여수시7,전라남도 여수시 신기동(시전삼거리 부근),2,2,2,0,0,0,127.6730838,34.76138581,"{""type"":""Polygon"",""coordinates"":[[[127.67488039,34.76138581],[127.67484586,34.76109786],[127.67474363,34.76082097],[127.6745776,34.76056579],[127.67435417,34.76034212],[127.67408191,34.76015856],[127.6737713,34.76002216],[127.67343426,34.75993817],[127.67308376,34.75990981],[127.67273325,34.75993817],[127.67239621,34.76002216],[127.6720856,34.76015856],[127.67181335,34.76034212],[127.67158991,34.76056579],[127.67142389,34.76082097],[127.67132165,34.76109786],[127.67128712,34.76138581],[127.67132165,34.76167376],[127.67142389,34.76195065],[127.67158991,34.76220583],[127.67181335,34.76242949],[127.6720856,34.76261305],[127.67239621,34.76274944],[127.67273325,34.76283343],[127.67308376,34.76286179],[127.67343426,34.76283343],[127.6737713,34.76274944],[127.67408191,34.76261305],[127.67435417,34.76242949],[127.6745776,34.76220583],[127.67474363,34.76195065],[127.67484586,34.76167376],[127.67488039,34.76138581]]]}"
4613010800,46130001,전라남도 여수시1,전라남도 여수시 교동(조은한의원 부근),11,11,0,6,5,0,127.7311902,34.7404461,"{""type"":""Polygon"",""coordinates"":[[[127.73298686,34.7404461],[127.73295233,34.74015807],[127.7328501,34.73988111],[127.73268407,34.73962587],[127.73246064,34.73940214],[127.73218838,34.73921853],[127.73187777,34.7390821],[127.73154073,34.73899808],[127.73119023,34.73896972],[127.73083972,34.73899808],[127.73050268,34.7390821],[127.73019207,34.73921853],[127.72991982,34.73940214],[127.72969638,34.73962587],[127.72953036,34.73988111],[127.72942812,34.74015807],[127.72939359,34.7404461],[127.72942812,34.74073412],[127.72953036,34.74101107],[127.72969638,34.74126632],[127.72991982,34.74149004],[127.73019207,34.74167364],[127.73050268,34.74181007],[127.73083972,34.74189408],[127.73119023,34.74192245],[127.73154073,34.74189408],[127.73187777,34.74181007],[127.73218838,34.74167364],[127.73246064,34.74149004],[127.73268407,34.74126632],[127.7328501,34.74101107],[127.73295233,34.74073412],[127.73298686,34.7404461]]]}"
